Month,0-15 Min,16-30 Min,30+ Min,1,2,(empty)
2005-01-31T00:00:00.000+0000,1974.0,NaN,NaN,NaN,NaN,NaN
2005-02-28T00:00:00.000+0000,NaN,1986.0,NaN,NaN,NaN,NaN
2005-03-31T00:00:00.000+0000,1983.0,NaN,NaN,NaN,NaN,NaN
2005-04-30T00:00:00.000+0000,1969.0,NaN,NaN,NaN,NaN,NaN
2005-06-30T00:00:00.000+0000,1986.0,NaN,NaN,NaN,NaN,NaN
2005-07-31T00:00:00.000+0000,1973.230769230769,NaN,NaN,NaN,NaN,NaN
2005-08-31T00:00:00.000+0000,1960.0,1979.0,1955.0,NaN,NaN,NaN
2005-09-30T00:00:00.000+0000,1972.0909090909092,1982.0,1959.0,NaN,NaN,NaN
2005-10-31T00:00:00.000+0000,1953.468652037618,1970.7829457364337,1972.166666666667,NaN,NaN,1968.0
2005-11-30T00:00:00.000+0000,1962.1875,1954.8571428571438,1973.5652173913043,NaN,NaN,NaN
2005-12-31T00:00:00.000+0000,1959.4490131578948,1973.0181818181825,1972.6976744186052,NaN,NaN,NaN
2006-01-31T00:00:00.000+0000,1961.0575117370886,1973.6909090909094,1974.6097560975606,NaN,NaN,1968.0
2006-02-28T00:00:00.000+0000,1962.5990180032748,1972.4999999999993,1976.5333333333333,NaN,NaN,NaN
2006-03-31T00:00:00.000+0000,1962.6249999999998,1939.7058823529412,1970.7499999999998,NaN,NaN,0.0
2006-04-30T00:00:00.000+0000,1970.1171770972023,1974.9464285714287,1974.2500000000002,NaN,NaN,NaN
2006-05-31T00:00:00.000+0000,1967.037921348316,1974.279069767442,1973.9166666666665,NaN,NaN,992.5
2006-06-30T00:00:00.000+0000,1973.2906110283159,1973.8823529411761,1974.3333333333335,NaN,NaN,NaN
2006-07-31T00:00:00.000+0000,1970.1943699731921,1974.8611111111104,1973.111111111111,NaN,NaN,NaN
2006-08-31T00:00:00.000+0000,1968.0675105485232,1953.7526881720428,1977.857142857143,NaN,NaN,1988.0
2006-09-30T00:00:00.000+0000,1967.216066481994,1971.4418604651162,1973.086956521739,NaN,NaN,NaN
2006-10-31T00:00:00.000+0000,1972.641274238228,1973.864077669903,1974.9677419354837,NaN,NaN,NaN
2006-11-30T00:00:00.000+0000,1965.6098484848485,1975.2282608695643,1969.5862068965519,NaN,NaN,NaN
2006-12-31T00:00:00.000+0000,1970.6095791001462,1952.7926829268292,1977.45,NaN,NaN,NaN
2007-01-31T00:00:00.000+0000,1969.164444444444,1976.1084337349396,1973.8846153846155,NaN,NaN,1979.0
2007-02-28T00:00:00.000+0000,1970.4758942457227,1975.8749999999995,1973.0,NaN,NaN,NaN
2007-03-31T00:00:00.000+0000,1973.638752052546,1974.297297297297,1972.4999999999998,NaN,NaN,NaN
2007-04-30T00:00:00.000+0000,1970.111635220126,1976.234042553191,1969.375,NaN,NaN,NaN
2007-05-31T00:00:00.000+0000,1967.7986206896537,1959.1206896551726,1976.780487804878,NaN,NaN,NaN
2007-06-30T00:00:00.000+0000,1970.718637992834,2019.8774193548384,1970.7179487179487,NaN,NaN,NaN
2007-07-31T00:00:00.000+0000,1974.0473251028795,1973.070588235294,1972.1891891891894,NaN,NaN,NaN
2007-08-31T00:00:00.000+0000,1973.4580152671754,1976.1753246753235,1974.3529411764707,NaN,NaN,NaN
2007-09-30T00:00:00.000+0000,1973.389121338913,1973.7134146341466,1976.4615384615383,NaN,NaN,NaN
2007-10-31T00:00:00.000+0000,1974.129464285715,1973.5449438202252,1972.3939393939395,NaN,NaN,NaN
2007-11-30T00:00:00.000+0000,1970.5520000000004,1974.3647058823526,1973.88,NaN,NaN,NaN
2007-12-31T00:00:00.000+0000,1973.5913461538462,1972.0238095238099,1969.6956521739128,NaN,NaN,NaN
2008-01-31T00:00:00.000+0000,1957.2941176470592,1974.7459016393445,1972.9310344827588,NaN,NaN,NaN
2008-02-29T00:00:00.000+0000,1972.9846938775495,1974.5085714285722,1975.5454545454543,NaN,NaN,NaN
2008-03-31T00:00:00.000+0000,1954.4270833333335,1962.0857142857133,1968.2592592592591,NaN,NaN,NaN
2008-04-30T00:00:00.000+0000,1969.3489932885923,1964.3108808290153,1969.0000000000002,NaN,NaN,NaN
2008-05-31T00:00:00.000+0000,1965.6712062256795,1910.6216216216217,1969.2000000000003,NaN,NaN,NaN
2008-06-30T00:00:00.000+0000,1961.3841463414626,1917.1885714285718,1971.2790697674418,NaN,NaN,NaN
2008-07-31T00:00:00.000+0000,1964.756813417191,1916.2608695652175,1966.2857142857142,NaN,NaN,NaN
2008-08-31T00:00:00.000+0000,1965.1066398390333,1891.422535211267,1964.8780487804875,NaN,NaN,NaN
2008-09-30T00:00:00.000+0000,1963.823529411766,1912.6212121212118,1972.5625,NaN,NaN,NaN
2008-10-31T00:00:00.000+0000,1974.0910973084883,1942.2395833333333,1921.1818181818178,NaN,NaN,NaN
2008-11-30T00:00:00.000+0000,1964.8840579710136,1962.0555555555554,1912.4848484848485,NaN,NaN,NaN
2008-12-31T00:00:00.000+0000,1963.9133663366335,1932.6338028169018,1971.1333333333334,NaN,NaN,NaN
2009-01-31T00:00:00.000+0000,1966.4116379310335,1945.2780487804864,1970.5555555555554,NaN,NaN,NaN
2009-02-28T00:00:00.000+0000,1970.153846153847,1917.3674418604649,1972.9393939393938,NaN,NaN,NaN
2009-03-31T00:00:00.000+0000,1970.3392504930964,1975.2611111111119,1971.108695652174,NaN,NaN,NaN
2009-04-30T00:00:00.000+0000,1972.5838926174501,1973.808383233533,1966.7906976744184,NaN,NaN,NaN
2009-05-31T00:00:00.000+0000,1974.7653508771916,1971.9788732394368,1969.2000000000003,NaN,NaN,NaN
2009-06-30T00:00:00.000+0000,1960.8106904231613,1975.3437499999995,1970.434782608696,NaN,NaN,NaN
2009-07-31T00:00:00.000+0000,1973.4954337899549,1962.5403726708068,1975.3636363636363,NaN,NaN,NaN
2009-08-31T00:00:00.000+0000,1964.043715846995,1957.5714285714291,1969.9230769230771,NaN,NaN,NaN
2009-09-30T00:00:00.000+0000,1963.2418478260865,1960.1984126984119,1971.8333333333333,NaN,NaN,NaN
2009-10-31T00:00:00.000+0000,1939.6770186335402,1958.8914728682178,1967.5789473684208,NaN,NaN,NaN
2009-11-30T00:00:00.000+0000,1956.5685131195335,1955.350427350427,1898.5862068965519,NaN,NaN,NaN
2009-12-31T00:00:00.000+0000,1952.8723404255313,1974.9480519480533,1970.0277777777778,NaN,NaN,NaN
2010-01-31T00:00:00.000+0000,1945.2331154684082,1973.6127167630057,1977.3448275862074,NaN,NaN,NaN
2010-02-28T00:00:00.000+0000,1958.078091106291,1975.6577181208047,1970.8125000000002,NaN,NaN,NaN
2010-03-31T00:00:00.000+0000,1960.4620853080578,1975.5514705882356,1971.0333333333335,NaN,NaN,NaN
2010-04-30T00:00:00.000+0000,1937.5199063231858,1974.54,1971.142857142857,NaN,NaN,NaN
2010-05-31T00:00:00.000+0000,1970.8633405639916,1975.035211267606,1969.7368421052631,NaN,NaN,NaN
2010-06-30T00:00:00.000+0000,1945.433054393304,1960.811594202899,1972.4130434782608,NaN,NaN,NaN
2010-07-31T00:00:00.000+0000,1965.279683377309,1976.5179856115112,1968.5714285714287,NaN,NaN,NaN
2010-08-31T00:00:00.000+0000,1969.9487179487185,1957.8629032258068,1973.310344827586,NaN,NaN,NaN
2010-09-30T00:00:00.000+0000,1965.594907407408,1974.8124999999998,1978.2083333333335,NaN,NaN,NaN
2010-10-31T00:00:00.000+0000,1956.0689655172405,1975.789473684211,1975.4374999999998,NaN,NaN,NaN
2010-11-30T00:00:00.000+0000,1970.8953229398674,1975.5304347826095,1973.6086956521738,NaN,NaN,NaN
2010-12-31T00:00:00.000+0000,1962.4494047619041,1972.5,1968.0000000000002,NaN,NaN,NaN
2011-01-31T00:00:00.000+0000,1969.8589420654905,1975.1621621621623,1972.9411764705883,NaN,NaN,NaN
2011-02-28T00:00:00.000+0000,1975.54705882353,1975.4456521739132,1973.3055555555557,NaN,NaN,NaN
2011-03-31T00:00:00.000+0000,1974.9867549668882,1974.7119999999995,1969.2820512820513,NaN,NaN,NaN
2011-04-30T00:00:00.000+0000,1976.6477272727275,1976.279569892473,1973.40625,NaN,NaN,NaN
2011-05-31T00:00:00.000+0000,1976.272357723578,1956.5932203389827,1972.1190476190475,NaN,NaN,NaN
2011-06-30T00:00:00.000+0000,1971.8899999999996,1961.8167938931294,1972.3589743589746,NaN,NaN,NaN
2011-07-31T00:00:00.000+0000,1976.6475247524745,1975.991596638655,1972.025641025641,NaN,NaN,NaN
2011-08-31T00:00:00.000+0000,1972.2304439746313,1975.7338129496409,1971.7954545454545,NaN,NaN,NaN
2011-09-30T00:00:00.000+0000,1976.493827160494,1976.158273381295,1918.3055555555554,NaN,NaN,NaN
2011-10-31T00:00:00.000+0000,1977.2683438155136,1975.5121951219496,1974.3125,NaN,NaN,NaN
2011-11-30T00:00:00.000+0000,1970.1648936170225,1975.3114754098367,1978.35,NaN,NaN,NaN
2011-12-31T00:00:00.000+0000,1977.9292196007245,1977.2616822429907,1972.9523809523812,NaN,NaN,NaN
2012-01-31T00:00:00.000+0000,1974.7144482366334,1965.7165775401065,1972.2631578947369,NaN,1960.0,NaN
2012-02-29T00:00:00.000+0000,1978.0080831408789,1977.4052287581699,1976.7916666666665,NaN,NaN,NaN
2012-03-31T00:00:00.000+0000,1975.1738648947949,1975.3068783068775,1972.361111111111,NaN,NaN,NaN
2012-04-30T00:00:00.000+0000,1973.4067357512968,1976.2173913043473,1977.8260869565217,NaN,NaN,NaN
2012-05-31T00:00:00.000+0000,1977.7011207970124,1977.120967741935,1979.590909090909,NaN,NaN,NaN
2012-06-30T00:00:00.000+0000,1977.7649938800491,1976.254901960784,1976.9333333333334,NaN,NaN,NaN
2012-07-31T00:00:00.000+0000,1978.4318181818192,1979.0989010989013,1973.7777777777778,NaN,NaN,NaN
2012-08-31T00:00:00.000+0000,1977.9810844892809,1977.6438356164383,1971.148148148148,NaN,NaN,NaN
2012-09-30T00:00:00.000+0000,1978.606158833064,1979.5428571428572,1979.466666666667,NaN,NaN,NaN
2012-10-31T00:00:00.000+0000,1979.406028368794,1978.5714285714287,1979.6153846153848,NaN,NaN,NaN
2012-11-30T00:00:00.000+0000,1976.1727941176473,1979.0999999999995,1975.2777777777778,NaN,NaN,NaN
2012-12-31T00:00:00.000+0000,1975.3466933867746,1976.4285714285718,1981.5,NaN,NaN,NaN
2013-01-31T00:00:00.000+0000,1978.77760252366,1979.78313253012,1978.2857142857142,NaN,NaN,NaN
2013-02-28T00:00:00.000+0000,1979.219114219115,1978.4848484848485,1975.9999999999998,NaN,NaN,NaN
2013-03-31T00:00:00.000+0000,1979.1769616026693,1977.4305555555559,1977.5714285714287,NaN,NaN,NaN
2013-04-30T00:00:00.000+0000,1979.1855468749995,1943.6833333333336,1980.8095238095239,NaN,NaN,NaN
2013-05-31T00:00:00.000+0000,1973.0185185185185,1978.5636363636363,1979.6086956521738,NaN,NaN,NaN
2013-06-30T00:00:00.000+0000,1975.6917148362234,1976.0624999999998,1980.230769230769,NaN,NaN,NaN
2013-07-31T00:00:00.000+0000,1976.1595547309835,1977.480769230769,1976.4666666666665,NaN,NaN,NaN
2013-08-31T00:00:00.000+0000,1976.534246575343,1975.758620689655,1976.0,NaN,NaN,NaN
2013-09-30T00:00:00.000+0000,1979.4371772805519,1976.0877192982455,1971.2666666666669,NaN,NaN,NaN
2013-10-31T00:00:00.000+0000,1976.0486381322967,1976.618181818182,1981.6249999999998,NaN,NaN,NaN
2013-11-30T00:00:00.000+0000,1975.3013435700582,1981.666666666667,1977.5789473684208,NaN,NaN,NaN
2013-12-31T00:00:00.000+0000,1980.3398821218088,1981.8333333333335,1894.5600000000002,NaN,NaN,NaN
2014-01-31T00:00:00.000+0000,1969.511244377811,1979.5303030303035,1978.9999999999998,NaN,NaN,NaN
2014-02-28T00:00:00.000+0000,1976.2199999999996,1976.708333333333,1977.2857142857142,NaN,NaN,NaN
2014-03-31T00:00:00.000+0000,1976.9412587412571,1978.712121212121,1976.3999999999999,NaN,NaN,NaN
2014-04-30T00:00:00.000+0000,1981.8683068017363,1977.166666666666,1970.4375000000002,1965.0,NaN,NaN
2014-05-31T00:00:00.000+0000,1977.444285714285,1978.164556962025,1984.7142857142858,NaN,NaN,NaN
2014-06-30T00:00:00.000+0000,1977.8064992614477,1978.0361445783133,1977.0666666666666,NaN,NaN,NaN
2014-07-31T00:00:00.000+0000,1980.9266187050343,1979.5079365079366,1981.888888888889,NaN,NaN,NaN
2014-08-31T00:00:00.000+0000,1981.2374100719426,1979.2340425531909,1982.583333333333,NaN,NaN,NaN
2014-09-30T00:00:00.000+0000,1977.3477051460363,1868.7924528301887,1983.2307692307693,NaN,NaN,NaN
2014-10-31T00:00:00.000+0000,1977.648062015506,1916.5,1978.0,NaN,NaN,NaN
2014-11-30T00:00:00.000+0000,1977.5008944543827,1984.8222222222223,1986.142857142857,NaN,NaN,NaN
2014-12-31T00:00:00.000+0000,1980.808318264016,1977.8235294117649,1978.2666666666664,NaN,NaN,NaN
2015-01-31T00:00:00.000+0000,1981.5971786833868,1974.0937499999998,1831.8461538461538,NaN,NaN,NaN
2015-02-28T00:00:00.000+0000,1981.8655660377365,1977.5689655172418,1981.7142857142858,NaN,NaN,NaN
2015-03-31T00:00:00.000+0000,1974.3702290076335,1979.9861111111106,1980.5833333333335,NaN,NaN,NaN
2015-04-30T00:00:00.000+0000,1982.2754158964883,1977.9545454545455,1979.9473684210525,NaN,NaN,NaN
2015-05-31T00:00:00.000+0000,1975.4879227053134,1979.2985074626858,1872.9444444444446,NaN,NaN,NaN
2015-06-30T00:00:00.000+0000,1978.5780669144983,1936.365384615385,1973.0909090909092,NaN,NaN,NaN
2015-07-31T00:00:00.000+0000,1982.3064770932076,1983.388059701492,1975.3181818181818,NaN,NaN,NaN
2015-08-31T00:00:00.000+0000,1976.9300254452937,1979.8285714285705,1979.888888888889,NaN,NaN,NaN
2015-09-30T00:00:00.000+0000,1975.9491945477073,1976.492307692308,1979.695652173913,NaN,NaN,NaN
2015-10-31T00:00:00.000+0000,1978.464977645306,1978.5853658536587,1977.7894736842106,NaN,NaN,NaN
2015-11-30T00:00:00.000+0000,1978.0874785591764,1978.0681818181815,1974.7894736842106,NaN,NaN,NaN
2015-12-31T00:00:00.000+0000,1974.0216110019644,1978.7391304347832,1975.2857142857142,NaN,NaN,NaN
